,date,sh_SWE_manual_mm,sh_SWE_manual_qcflag,sh_SWE_manual_qaflag,sh_depth_manual_cm,sh_depth_manual_qcflag,sh_depth_manual_qaflag,sh_precip_manual_mm,sh_precip_manual_qcflag,sh_precip_manual_qaflag,w10_precip_manual_mm,w10_precip_manual_qcflag,w10_precip_manual_qaflag,sh_tempcorrected_C,sh_temp_qcflag,sh_temp_qaflag,sh_sm2_%,sh_sm2_qc,sh_sm8_%,sh_sm8_qc,sh_sm20_%,sh_sm20_qc,sh_sm2_C_qaflag,sh_sm8_C_qaflag,sh_sm20_C_qaflag,sh_st2_C,sh_st2_qc,sh_st8_C,sh_st2_qc.1,sh_st20_C,sh_st20_qc,sh_st2_C_qaflag,sh_st8_C_qaflag,sh_st20_C_qaflag
0,2017-10-01 00:00:00,0.0,E,P,0.0,E,P,,S,F,0.0,E,P,3.4,E,F,0.0,V,0.5,V,9.1,V,A,A,A,14.7,V,13.2,V,11.8,V,A,A,A
1,2017-10-01 01:00:00,0.0,E,P,0.0,V,P,,S,F,0.0,E,P,2.7,E,F,0.0,V,0.9,V,8.9,V,A,A,A,14.3,V,13.2,V,11.8,V,A,A,A
2,2017-10-01 02:00:00,0.0,E,P,0.0,E,P,,S,F,0.0,E,P,2.5,E,F,0.0,V,0.7,V,8.6,V,A,A,A,14.0,V,13.3,V,11.8,V,A,A,A
3,2017-10-01 03:00:00,0.0,E,P,0.0,E,P,,S,F,0.0,E,P,1.7,E,F,0.0,V,0.9,V,8.6,V,A,A,A,13.7,V,13.2,V,11.8,V,A,A,A
4,2017-10-01 04:00:00,0.0,E,P,0.0,V,P,,S,F,0.0,E,P,0.6,E,F,0.0,V,0.5,V,8.8,V,A,A,A,13.4,V,13.2,V,11.8,V,A,A,A
5,2017-10-01 05:00:00,0.0,E,P,0.0,E,P,,S,F,0.0,E,P,0.2,E,F,0.0,V,0.9,V,8.8,V,A,A,A,13.1,V,13.1,V,11.9,V,A,A,A
6,2017-10-01 06:00:00,0.0,V,P,0.0,V,P,,S,F,0.0,E,P,0.0,E,F,0.0,V,0.4,V,8.9,V,A,A,A,12.8,V,13.1,V,11.9,V,A,A,A
7,2017-10-01 07:00:00,0.0,V,P,0.0,E,P,,S,F,0.0,E,P,2.2,E,F,0.0,V,0.4,V,8.9,V,A,A,A,12.5,V,13.0,V,11.9,V,A,A,A
8,2017-10-01 08:00:00,0.0,V,P,0.0,E,P,,S,F,0.0,E,P,4.5,E,F,0.0,V,0.6,V,8.8,V,A,A,A,12.2,V,12.9,V,11.9,V,A,A,A
9,2017-10-01 09:00:00,0.0,V,P,0.0,E,P,,S,F,0.0,E,P,7.2,E,F,0.0,V,0.6,V,8.6,V,A,A,A,11.9,V,12.8,V,11.9,V,A,A,A
10,2017-10-01 10:00:00,0.0,E,P,0.0,E,P,,S,F,0.0,E,P,8.7,E,F,0.0,V,0.6,V,9.0,V,A,A,A,11.8,V,12.7,V,11.9,V,A,A,A
11,2017-10-01 11:00:00,0.0,V,P,0.0,E,P,,S,F,0.0,E,P,11.8,E,F,0.0,V,0.4,V,9.0,V,A,A,A,11.9,V,12.7,V,11.9,V,A,A,A
12,2017-10-01 12:00:00,0.0,V,P,0.0,E,P,0.0,E,F,0.0,E,P,15.6,E,F,0.0,V,0.5,V,9.0,V,A,A,A,12.2,V,12.5,V,11.9,V,A,A,A
13,2017-10-01 13:00:00,0.0,E,P,0.0,E,P,0.0,E,F,0.0,E,P,15.0,E,F,0.0,V,0.4,V,9.1,V,A,A,A,12.7,V,12.5,V,11.9,V,A,A,A
14,2017-10-01 14:00:00,0.0,E,P,0.0,E,P,0.0,E,F,0.0,E,P,15.1,E,F,0.0,V,0.2,V,9.0,V,A,A,A,13.4,V,12.4,V,11.9,V,A,A,A
15,2017-10-01 15:00:00,0.0,E,P,0.0,E,P,0.0,E,F,0.0,E,P,13.9,E,F,0.0,V,0.7,V,8.7,V,A,A,A,14.2,V,12.4,V,11.9,V,A,A,A
16,2017-10-01 16:00:00,0.0,E,P,0.0,E,P,0.0,E,F,0.0,E,P,12.3,E,F,0.0,V,0.2,V,8.9,V,A,A,A,15.0,V,12.5,V,11.9,V,A,A,A
17,2017-10-01 17:00:00,0.0,E,P,0.0,E,P,0.0,S,F,0.0,E,P,10.9,E,F,0.0,V,0.7,V,8.8,V,A,A,A,15.5,V,12.5,V,11.9,V,A,A,A
18,2017-10-01 18:00:00,0.0,E,P,0.0,E,P,0.0,E,F,0.0,E,P,7.6,E,F,0.0,V,0.7,V,8.8,V,A,A,A,15.8,V,12.7,V,11.9,V,A,A,A
19,2017-10-01 19:00:00,0.0,E,P,0.0,E,P,0.0,E,F,0.0,E,P,6.4,E,F,0.0,V,0.7,V,8.6,V,A,A,A,15.8,V,12.8,V,11.9,V,A,A,A
20,2017-10-01 20:00:00,0.0,E,P,0.0,V,P,0.0,E,F,0.0,E,P,5.5,E,F,0.0,V,1.0,V,8.8,V,A,A,A,15.6,V,12.9,V,11.9,V,A,A,A
21,2017-10-01 21:00:00,0.0,E,P,0.0,E,P,0.0,V,F,0.0,E,P,4.6,E,F,0.0,V,0.5,V,9.1,V,A,A,A,15.3,V,13.1,V,11.9,V,A,A,A
22,2017-10-01 22:00:00,0.0,E,P,0.0,E,P,0.0,V,F,0.0,E,P,3.6,E,F,0.0,V,0.9,V,8.5,V,A,A,A,15.0,V,13.1,V,11.9,V,A,A,A
23,2017-10-01 23:00:00,0.0,E,P,0.0,V,P,0.0,V,F,0.0,E,P,3.1,E,F,0.0,V,1.2,V,8.8,V,A,A,A,14.6,V,13.2,V,11.9,V,A,A,A
24,2017-10-02 00:00:00,0.0,E,P,0.0,E,P,0.0,V,F,0.0,E,P,2.2,E,F,0.0,V,0.1,V,8.8,V,A,A,A,14.2,V,13.3,V,11.9,V,A,A,A
25,2017-10-02 01:00:00,0.0,E,P,0.0,V,P,0.0,V,F,0.0,E,P,1.9,E,F,0.0,V,0.6,V,8.6,V,A,A,A,13.9,V,13.3,V,11.9,V,A,A,A
