,date,sh_SWE_mm,sh_SWE_qc,sh_SWE_qa,sh_depth_mm,sh_depth_qc,sh_depth_qa,sh_precip_mm,sh_precip_qc,sh_precip_qa,sh_temp_C,sh_temp_qc,sh_temp_qa,sh_sm2_%,sh_sm2_qc,sh_sm2_C_qa,sh_sm8_%,sh_sm8_qc,sh_sm8_C_qa,sh_sm20_%,sh_sm20_qc,sh_sm20_C_qa,sh_st2_C,sh_st2_qc,sh_st8_C_qa,sh_st8_C,sh_st8_qc,sh_st2_C_qa,sh_st20_C,sh_st20_qc,sh_st20_qa
0,2018-10-01 00:00:00,0.0,V,P,0.0,E,P,0.0,V,P,9.791790112299608,E,F,0.0,V,A,0.0,V,A,3.4,V,A,18.1,V,A,16.9,V,A,15.7,V,A
1,2018-10-01 01:00:00,0.0,V,P,0.0,E,P,0.0,V,P,9.347987352715947,E,F,0.0,V,A,0.0,V,A,3.2,V,A,17.8,V,A,16.9,V,A,15.7,V,A
2,2018-10-01 02:00:00,0.0,V,P,0.0,V,P,0.0,V,P,8.682228756195329,E,F,0.0,V,A,0.0,V,A,2.8,V,A,17.6,V,A,16.9,V,A,15.7,V,A
3,2018-10-01 03:00:00,0.0,V,P,0.0,V,P,0.0,V,P,8.127479426004513,E,F,0.0,V,A,0.0,V,A,3.3,V,A,17.4,V,A,16.9,V,A,15.7,V,A
4,2018-10-01 04:00:00,0.0,V,P,0.0,E,P,0.0,V,P,8.127479426004513,E,F,0.0,V,A,0.0,V,A,3.2,V,A,17.2,V,A,16.9,V,A,15.7,V,A
5,2018-10-01 05:00:00,0.0,E,P,0.0,E,P,0.0,V,P,8.460317815062567,E,F,0.0,V,A,0.0,V,A,3.2,V,A,16.9,V,A,16.9,V,A,15.7,V,A
6,2018-10-01 06:00:00,0.0,V,P,0.0,E,P,0.0,V,P,8.016543683400116,E,F,0.0,V,A,0.0,V,A,3.4,V,A,16.7,V,A,16.8,V,A,15.7,V,A
7,2018-10-01 07:00:00,0.0,V,P,0.0,V,P,0.0,V,P,9.237029123639601,E,F,0.0,V,A,0.0,V,A,3.4,V,A,16.5,V,A,16.8,V,A,15.7,V,A
8,2018-10-01 08:00:00,0.0,E,P,0.0,E,P,0.0,V,P,10.124590472285306,E,F,0.0,V,A,0.0,V,A,3.4,V,A,16.3,V,A,16.7,V,A,15.7,V,A
9,2018-10-01 09:00:00,0.0,E,P,0.0,E,P,0.0,V,P,11.7872283117391,E,F,0.0,V,A,0.0,V,A,3.2,V,A,16.2,V,A,16.6,V,A,15.7,V,A
10,2018-10-01 10:00:00,0.0,E,P,0.0,E,P,0.0,E,P,12.783049073784056,E,F,0.0,V,A,0.0,V,A,3.2,V,A,16.1,V,A,16.6,V,A,15.7,V,A
