date,sh_SWE_mm,sh_SWE_qc,sh_SWE_auto6h_mm,sh_SWE_6hdiff,sh_SWE_auto24h_mm,sh_SWE_24hdiff,sh_SWE_L3_mm,sh_SWE_L2diff,sh_SWE_L3_qc,sh_SWE_L3_qa,sh_depth_cm,sh_depth_qc,sh_depth_auto6h_cm,sh_depth_6hdiff,sh_depth_auto12h_cm,sh_depth_12hdiff,sh_depth_auto24h_cm,sh_depth_24hdiff,sh_depth_L3_cm,sh_depth_L2diff,sh_depth_L3_qc,sh_depth_L3_qa,sh_precip_mm,sh_precip_qc,sh_precip_auto24h_mm,sh_precip_24hrdiff,sh_precip_L3_mm,sh_precip_L2diff,sh_precip_L3_qc,sh_precip_L3_qa,w10_precip_auto,sh_temp_L3_C,sh_temp_L3_qc,sh_temp_L3_qa,sh_sm2_L3_%,sh_sm2_L3_qc,sh_sm2_L3_qa,sh_sm8_L3_%,sh_sm8_L3_qc,sh_sm8_L3_qa,sh_sm20_L3_%,sh_sm20_L3_qc,sh_sm20_L3_qa,sh_st2_L3_C,sh_st2_L3_qc,sh_st2_L3_qa,sh_st8_L3_C,sh_st8_L3_qc,sh_st8_L3_qa,sh_st20_L3_C,sh_st20_L3_qc,sh_st20_L3_qa,sd_temp_obs_C,sd_precip_mm,sd_depth_cm,sd_SWE_mm
3/13/2012 16:00,292,V,291,2.5,291,2.5,291.5,2.5,V,P,109,V,108.5,1,108.5,1,108.5,1,108.5,1,V,P,650,V,649,2.5,597,2,V,P,597,-0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,0.7,646.7,122,295.7
3/13/2012 17:00,295,V,293.5,2.5,293.5,2.5,294,2.5,V,P,935,V,111.5,3,111.5,3,111.5,3,111.5,3,V,P,650,V,650,1,597,0,V,P,598,-0.9,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,0.7,648.3,124.2,298.1
3/13/2012 18:00,297,V,296,2.5,296,2.5,296.5,2.5,V,P,119,V,116.5,5,116.5,5,116.5,5,116.5,5,V,P,650,V,650,0,597,0,V,P,600,-1.2,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,0.8,650,126.5,300.5
3/13/2012 19:00,300,V,298.5,2.5,298.5,2.5,299,2.5,V,P,130,V,121.5,5,121.5,5,121.5,5,121.5,5,V,P,653,V,651.5,1.5,600,3,V,P,602,-0.8,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,0.8,651.7,128.8,302.9
3/13/2012 20:00,302,V,301,2.5,301,2.5,301.5,2.5,V,P,935,V,125.5,4,125.5,4,125.5,4,125.5,4,V,P,655,V,654,2.5,602,2,V,P,605,-0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,0.8,653.3,131,305.3
3/13/2012 21:00,305,V,303.5,2.5,303.5,2.5,304,2.5,V,P,124,V,127,1.5,127,1.5,127,1.5,127,1.5,V,P,658,V,656.5,2.5,605,3,V,P,607,-0.4,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,0.9,655,133.2,307.8
3/13/2012 22:00,307,V,306,2.5,306,2.5,306.5,2.5,V,P,127,V,128.5,1.5,128.5,1.5,128.5,1.5,128.5,1.5,V,P,660,V,659,2.5,607,2,V,P,608,0,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,0.9,656.7,135.5,310.2
3/13/2012 23:00,310,V,308.5,2.5,308.5,2.5,309,2.5,V,P,691,V,130.2,1.8,131.8,3.2,131.8,3.2,130.2,1.7,V,P,660,V,660,1,607,0,V,P,610,0,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1,658.3,137.8,312.6
3/14/2012 0:00,315,V,312.5,4,312.5,4,313,4,V,P,140,E,136.8,6.5,136.8,5,136.8,5,136.8,6.6,E,P,660,V,660,0,607,0,V,P,614,-0.1,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1,660,140,315
3/14/2012 1:00,315,V,315,2.5,315,2.5,315.5,2.5,V,P,140,V,140,3.2,140,3.2,140,3.2,140,3.2,V,P,663,V,661.5,1.5,610,3,V,P,616,-0.2,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1,662.1,140.1,317
3/14/2012 2:00,320,V,317.5,2.5,317.5,2.5,318,2.5,V,P,937,V,140,0,140,0,140,0,140,0,V,P,665,V,664,2.5,612,2,V,P,619,-0.2,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.1,664.2,140.2,319
3/14/2012 3:00,325,V,322.5,5,322.5,5,323,5,V,P,140,V,140,0,140,0,140,0,140,0,V,P,665,V,665,1,612,0,V,P,623,-0.4,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.2,666.4,140.2,321
3/14/2012 4:00,328,V,326.5,4,326.5,4,327,4,V,P,935,V,141.7,1.7,141.7,1.7,141.7,1.7,141.7,1.7,V,P,671,V,668,3,618,6,V,P,624,-0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.2,668.5,140.3,323
3/14/2012 5:00,330,V,329,2.5,329,2.5,329.5,2.5,V,P,937,V,145,3.3,145,3.3,145,3.3,145,3.3,V,P,671,V,671,3,618,0,V,P,626,-0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.2,670.6,140.4,325
3/14/2012 6:00,333,V,331.5,2.5,331.5,2.5,332,2.5,V,P,150,V,148.3,3.3,146.8,1.8,146.8,1.8,148.3,3.3,V,P,673,V,672,1,620,2,V,P,629,-0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.3,672.8,140.5,327
3/14/2012 7:00,338,V,335.5,4,335.5,4,336,4,V,P,937,V,150.9,2.5,147,0.2,146.8,0,150.9,-1.5,V,P,676,V,674.5,2.5,623,3,V,P,630,-0.5,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.4,674.9,140.6,329
3/14/2012 8:00,338,V,338,2.5,338,2.5,338.5,2.5,V,P,937,V,152.6,1.8,147,0,146.8,0,152.6,0,V,P,678,V,677,2.5,625,2,V,P,632,0,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.4,677,140.7,331
3/14/2012 9:00,340,V,339,1,339,1,339.5,1,V,P,935,V,152.6,0,147,0,146.8,0,152.6,0,V,P,686,V,682,5,633,8,V,P,634,0.2,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.5,679.1,140.8,333
3/14/2012 10:00,343,V,341.5,2.5,341.5,2.5,342,2.5,V,P,157,V,152.6,0,147,0,146.8,0,157,0,V,P,691,V,688.5,6.5,638,5,V,P,635,0.5,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.5,681.2,140.8,335
3/14/2012 11:00,345,V,344,2.5,344,2.5,344.5,2.5,V,P,147,V,150.2,-2.4,147,0,146.8,0,150.2,0,V,P,693,V,692,3.5,640,2,V,P,636,0.5,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.6,683.4,140.9,337
3/14/2012 12:00,345,V,345,1,345,1,345.5,1,V,P,147,V,147,-3.2,147,0,146.8,0,147,0,V,P,696,V,694.5,2.5,643,3,V,P,638,0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.6,685.5,141,339
3/14/2012 13:00,348,V,346.5,1.5,346.5,1.5,347,1.5,V,P,147,V,147,0,147,0,146.8,0,147,0,V,P,696,V,696,1.5,643,0,V,P,640,0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.6,687.6,141.1,341
3/14/2012 14:00,351,V,349.5,3,349.5,3,350,3,V,P,147,V,147,0,147,0,146.8,0,147,0,V,P,701,V,698.5,2.5,648,5,V,P,642,0.8,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.7,689.8,141.2,343
3/14/2012 15:00,353,V,352,2.5,352,2.5,352.5,2.5,V,P,147,V,147,0,147,0,146.8,0,147,0,V,P,701,V,701,2.5,648,0,V,P,643,0.8,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.8,691.9,141.2,345
3/14/2012 16:00,353,V,353,1,353,1,353.5,1,V,P,147,V,147,0,147,0,146.8,0,147,0,V,P,701,V,701,0,648,0,V,P,643,1.2,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.8,694,141.3,347
3/14/2012 17:00,356,V,354.5,1.5,354.5,1.5,355,1.5,V,P,147,V,147,0,147,0,146.8,0,147,0,V,P,704,V,702.5,1.5,651,3,V,P,644,1,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.8,696.1,141.4,349
3/14/2012 18:00,356,V,356,1.5,356,1.5,356.5,1.5,V,P,145,V,146,-1,146,-1,146,-0.8,146,-0.8,V,P,704,V,704,1.5,651,0,V,P,645,0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.9,698.2,141.5,351
3/14/2012 19:00,358,V,357,1,357,1,357.5,1,V,P,145,V,145,-1,145,-1,145,-1,145,-1,V,P,706,V,705,1,653,2,V,P,646,0.8,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2,700.4,141.6,353
3/14/2012 20:00,358,V,358,1,358,1,358.5,1,V,P,145,V,145,0,145,0,145,0,145,0,V,P,706,V,706,1,653,0,V,P,647,0.8,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2,702.5,141.7,355
3/14/2012 21:00,361,V,359.5,1.5,359.5,1.5,360,1.5,V,P,145,V,145,0,145,0,145,0,145,0,V,P,706,V,706,0,653,0,V,P,647,1.2,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.1,704.6,141.8,357
3/14/2012 22:00,361,V,361,1.5,361,1.5,361.5,1.5,V,P,142,V,143.5,-1.5,143.5,-1.5,143.5,-1.5,143.5,-1.5,V,P,709,V,707.5,1.5,656,3,V,P,648,1.1,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.1,706.8,141.8,359
3/14/2012 23:00,361,V,361,0,361,0,361.5,0,V,P,142,V,142,-1.5,142,-1.5,142,-1.5,142,-1.5,V,P,709,V,709,1.5,656,0,V,P,650,1.1,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.2,708.9,141.9,361
3/15/2012 0:00,363,V,362,1,362,1,362.5,1,V,P,142,V,142,0,142,0,142,0,142,0,V,P,711,V,710,1,658,2,V,P,651,1.2,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.2,711,142,363
3/15/2012 1:00,366,V,364.5,2.5,364.5,2.5,365,2.5,V,P,140,V,141,-1,141,-1,141,-1,141,-1,V,P,711,V,711,1,658,0,V,P,652,1.4,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.2,712.3,140.8,363.3
3/15/2012 2:00,366,V,366,1.5,366,1.5,366.5,1.5,V,P,140,V,140,-1,140,-1,140,-1,140,-1,V,P,714,V,712.5,1.5,661,3,V,P,654,1.5,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.2,713.6,139.7,363.7
3/15/2012 3:00,368,V,366,0,366,0,366.5,0,V,P,140,V,140,0,140,0,140,0,140,0,V,P,714,V,714,1.5,661,0,V,P,655,1.9,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.2,714.9,138.5,364
3/15/2012 4:00,366,V,367,1,366,0,366.5,0,V,P,137,V,138.5,-1.5,138.5,-1.5,138.5,-1.5,138.5,-1.5,V,P,716,V,715,1,663,2,V,P,656,2.1,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.2,716.2,137.3,364.3
3/15/2012 5:00,368,V,367,0,367,1,367.5,1,V,P,137,V,137,-1.5,137,-1.5,137,-1.5,137,-1.5,V,P,716,V,716,1,663,0,V,P,656,2.2,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.2,717.5,136.2,364.7
3/15/2012 6:00,368,V,368,1,368,1,368.5,1,V,P,135,V,136,-1,136,-1,136,-1,136,-1,V,P,719,V,717.5,1.5,666,3,V,P,657,1.9,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.2,718.8,135,365
3/15/2012 7:00,366,V,368,0,368,0,368.5,0,V,P,132,V,133.5,-2.5,133.5,-2.5,133.5,-2.5,133.5,-2.5,V,P,719,V,719,1.5,666,0,V,P,658,2.5,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.3,720,133.8,365.3
3/15/2012 8:00,368,V,368,0,368,0,368.5,0,V,P,132,V,132,-1.5,132,-1.5,132,-1.5,132,-1.5,V,P,721,V,720,1,668,2,V,P,660,2.5,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.3,721.3,132.7,365.7
3/15/2012 9:00,368,V,368,0,368,0,368.5,0,V,P,130,V,131,-1,131,-1,131,-1,131,-1,V,P,721,V,721,1,668,0,V,P,661,2.7,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.3,722.6,131.5,366
3/15/2012 10:00,368,V,368,0,368,0,368.5,0,V,P,130,V,130,-1,130,-1,130,-1,130,-1,V,P,724,V,722.5,1.5,671,3,V,P,661,2.9,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.3,723.9,130.3,366.3
3/15/2012 11:00,368,V,368,0,368,0,368.5,0,V,P,124,V,127,-3,127,-3,127,-3,127,-3,V,P,724,V,724,1.5,671,0,V,P,662,3.3,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.3,725.2,129.2,366.7
3/15/2012 12:00,368,V,368,0,368,0,368.5,0,V,P,124,V,124,-3,124,-3,124,-3,124,-3,V,P,724,V,724,0,671,0,V,P,662,2.9,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.3,726.5,128,367
3/15/2012 13:00,368,V,368,0,368,0,368.5,0,V,P,124,V,124,0,124,0,124,0,124,0,V,P,724,V,724,0,671,0,V,P,663,3.4,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.3,727.8,126.8,367.3
3/15/2012 14:00,368,V,368,0,368,0,368.5,0,V,P,122,V,123,-1,123,-1,123,-1,123,-1,V,P,726,V,725,1,673,2,V,P,664,3.4,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.3,729.1,125.7,367.7
3/15/2012 15:00,368,V,368,0,368,0,368.5,0,V,P,119,V,120.5,-2.5,120.5,-2.5,120.5,-2.5,120.5,-2.5,V,P,729,V,727.5,2.5,676,3,V,P,665,2.7,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.3,730.4,124.5,368
3/15/2012 16:00,368,V,368,0,368,0,368.5,0,V,P,117,V,119,-1.5,119,-1.5,119,-1.5,119,-1.5,V,P,729,V,729,1.5,676,0,V,P,665,2.9,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.3,731.7,123.3,368.3
3/15/2012 17:00,368,V,368,0,368,0,368.5,0,V,P,119,V,119,0,119,0,119,0,119,0,V,P,729,V,729,0,676,0,V,P,666,2.9,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.3,733,122.2,368.7
3/15/2012 18:00,368,V,368,0,368,0,368.5,0,V,P,119,V,118,-1,118,-1,118.7,-0.3,118.7,-0.3,V,P,729,V,729,0,676,0,V,P,667,2.8,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.4,734.2,121,369
3/15/2012 19:00,371,V,369.5,1.5,369.5,1.5,370,1.5,V,P,117,V,117,-1,117,-1,118.7,0,118.7,0,V,P,732,V,730.5,1.5,679,3,V,P,669,2.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.4,735.5,119.8,369.3
3/15/2012 20:00,371,V,371,1.5,371,1.5,371.5,1.5,V,P,114,V,115.5,-1.5,115.5,-1.5,118.7,0,118.7,0,V,P,732,V,732,1.5,679,0,V,P,671,2.4,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.4,736.8,118.7,369.7
3/15/2012 21:00,371,V,371,0,371,0,371.5,0,V,P,114,V,114,-1.5,114,-1.5,118.7,0,118.7,0,V,P,737,V,734.5,2.5,684,5,V,P,672,2.1,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.4,738.1,117.5,370
3/15/2012 22:00,371,V,371,0,371,0,371.5,0,V,P,114,V,114,0,114,0,118.7,0,118.7,0,V,P,739,V,738,3.5,686,2,V,P,673,1.7,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.4,739.4,116.3,370.3
3/15/2012 23:00,371,V,371,0,371,0,371.5,0,V,P,112,V,114,0,114,0,118.7,0,118.7,0,V,P,739,V,739,1,686,0,V,P,674,1.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.4,740.7,115.2,370.7
3/16/2012 0:00,371,V,371,0,371,0,371.5,0,V,P,114,V,113,-1,114,0,118.7,0,118.7,0,V,P,742,V,740.5,1.5,689,3,V,P,679,1.4,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.4,742,114,371
3/16/2012 1:00,373,V,372,1,372,1,372.5,1,V,P,112,V,112,-1,114,0,118.7,0,118.7,0,V,P,744,V,743,2.5,691,2,V,P,683,1.7,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.2,745.5,117.1,374.9
3/16/2012 2:00,373,V,373,1,373,1,373.5,1,V,P,109,V,112,0,114,0,118.7,0,118.7,0,V,P,749,V,746.5,3.5,696,5,V,P,685,1.2,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,2.1,749,120.2,378.8
3/16/2012 3:00,376,V,374.5,1.5,374.5,1.5,375,1.5,V,P,112,V,113,1,114,0,118.7,0,118.7,0,V,P,752,V,750.5,4,699,3,V,P,689,0.7,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.9,752.5,123.2,382.8
3/16/2012 4:00,378,V,377,2.5,377,2.5,377.5,2.5,V,P,927,V,113.6,0.6,114.6,0.6,118.7,0,118.7,0,V,P,757,V,754.5,4,704,5,V,P,693,0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.7,756,126.3,386.7
3/16/2012 5:00,381,V,379.5,2.5,379.5,2.5,380,2.5,V,P,927,V,116.8,3.2,116.8,2.2,119,0.3,119,-1.9,V,P,757,V,757,2.5,704,0,V,P,696,0.5,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.6,759.5,129.4,390.6
3/16/2012 6:00,381,V,381,1.5,381,1.5,381.5,1.5,V,P,925,V,120,3.2,120,3.2,120.3,1.3,120.3,3.2,V,P,759,V,758,1,706,2,V,P,699,0.3,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.4,763,132.5,394.5
3/16/2012 7:00,384,V,382.5,1.5,382.5,1.5,383,1.5,V,P,925,V,123.2,3.2,123.2,3.2,123.2,2.9,123.2,3.2,V,P,759,V,759,1,706,0,V,P,701,0.3,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.2,766.5,135.6,398.4
3/16/2012 8:00,384,V,384,1.5,384,1.5,384.5,1.5,V,P,922,V,126.5,3.2,126.5,3.2,126.5,3.2,126.5,3.3,V,P,762,V,760.5,1.5,709,3,V,P,704,0.1,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,1.1,770,138.7,402.3
3/16/2012 9:00,389,V,386.5,2.5,386.5,2.5,387,2.5,V,P,922,V,129.7,3.2,129.7,3.2,129.7,3.2,129.7,3.2,V,P,767,V,764.5,4,714,5,V,P,708,0.1,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,0.9,773.5,141.8,406.2
3/16/2012 10:00,391,V,390,3.5,390,3.5,390.5,3.5,V,P,922,V,132.9,3.2,132.9,3.2,132.9,3.2,132.9,3.2,V,P,772,V,769.5,5,719,5,V,P,712,0.3,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,0.7,777,144.8,410.2
3/16/2012 11:00,399,V,395,5,395,5,395.5,5,V,P,919,V,136.1,3.2,136.1,3.2,135.8,2.9,135.8,3.2,V,P,775,V,773.5,4,722,3,V,P,717,0.3,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,0.6,780.5,147.9,414.1
3/16/2012 12:00,401,V,400,5,400,5,400.5,5,V,P,919,V,139.3,3.2,139.3,3.2,137.4,1.6,137.4,3.2,V,P,780,V,777.5,4,727,5,V,P,722,0.3,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,0.4,784,151,418
3/16/2012 13:00,406,V,403.5,3.5,403.5,3.5,404,3.5,V,P,917,V,142.5,3.2,142.5,3.2,138.9,1.5,138.9,3.2,V,P,780,V,780,2.5,727,0,V,P,728,0.3,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,0.2,787.5,154.1,421.9
3/16/2012 14:00,411,V,408.5,5,408.5,5,409,5,V,P,912,V,145.8,3.2,145.8,3.2,140.5,1.6,140.5,3.3,V,P,782,V,781,1,729,2,V,P,733,0.3,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,0.1,791,157.2,425.8
3/16/2012 15:00,419,V,415,6.5,415,6.5,415.5,6.5,V,P,912,V,149,3.2,147.2,1.4,142.5,2.1,142.5,3.2,V,P,785,V,782,1,732,3,V,P,737,0.5,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-0.1,794.5,160.2,429.8
3/16/2012 16:00,422,V,420.5,5.5,420.5,5.5,421,5.5,V,P,912,V,152.1,3.2,147.2,0,145.6,3,145.6,3.1,V,P,785,V,783.5,1.5,737.5,0,V,P,740,0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-0.3,798,163.3,433.7
3/16/2012 17:00,427,V,424.5,4,424.5,4,425,4,V,P,157,V,152.1,0,147.2,0,147.2,1.6,147.2,0,V,P,785,V,785,1.5,741.5,0,V,P,743,0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-0.4,801.5,166.4,437.6
3/16/2012 18:00,429,V,428,3.5,428,3.5,428.5,3.5,V,P,907,V,152.1,0,148.8,1.7,148.8,1.7,148.8,0,V,P,785,V,785,0,745,0,V,P,750,0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-0.6,805,169.5,441.5
3/16/2012 19:00,437,V,433,5,433,5,433.5,5,V,P,909,V,152,-0.1,150.5,1.6,150.5,1.6,150.5,-0.1,V,P,785,V,785,0,750,0,V,P,756,0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-0.8,808.5,172.6,445.4
3/16/2012 20:00,444,V,440.5,7.5,440.5,7.5,441,7.5,V,P,147,V,148.7,-3.3,152.1,1.7,152.1,1.7,152.1,-3.3,S,P,785,V,785,0,757.5,0,V,P,762,-0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-0.9,812,175.7,449.3
3/16/2012 21:00,450,V,447,6.5,447,6.5,447.5,6.5,V,P,140,V,148.7,0,153.7,1.6,153.7,1.6,153.7,0,S,P,785,V,785,0,764,0,V,P,767,-0.6,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-1.1,815.5,178.8,453.2
3/16/2012 22:00,455,V,452.5,5.5,452.5,5.5,453,5.5,V,P,137,V,148.7,0,155.4,1.7,155.4,1.7,155.4,0,S,P,785,V,785,0,769.5,0,S,P,773,-1.4,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-1.3,819,181.8,457.2
3/16/2012 23:00,460,V,457.5,5,457.5,5,458,5,V,P,909,V,154.8,6.1,159.8,4.4,155.4,0,155.4,6.7,S,P,782,V,785,0,774.5,0,S,P,778,-2,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-1.4,822.5,184.9,461.1
3/17/2012 0:00,465,V,462.5,5,462.5,5,463,5,V,P,188,E,175.2,20.5,175.2,15.5,155.4,0,155.4,0,S,P,826,E,785,0,779.5,0,S,P,782,-2.9,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-1.6,826,188,465
3/17/2012 1:00,472,V,468.5,6,468.5,6,469,6,V,P,188,V,188,12.8,188,12.8,155.4,0,155.4,0,S,P,785,V,785,0,785.5,0,S,P,783,-4,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-1.7,826.6,188.1,465.6
3/17/2012 2:00,472,V,472,3.5,472,3.5,472.5,3.5,V,P,203,V,194.5,6.5,193,5,156,0.6,156,39.1,V,P,785,V,785,0,789,0,S,P,782,-4.9,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-1.8,827.2,188.2,466.2
3/17/2012 3:00,472,V,472,0,472,0,472.5,0,V,P,201,V,201,6.5,194,1,157,1,157,6.5,V,P,785,V,785,0,789,0,S,P,783,-5.5,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-1.9,827.9,188.2,466.9
3/17/2012 4:00,472,V,472,0,472,0,472.5,0,V,P,201,V,201,0,194,0,159.8,2.8,159.8,0,V,P,785,V,785,0,789,0,S,P,782,-6.1,E,F,0,V,A,0,V,A,0,V,A,-9.1,V,A,-9.2,V,A,-9.2,V,A,-2,828.5,188.3,467.5
