date,sh_SWE_mm,sh_SWE_qc,sh_SWE_auto6h_mm,sh_SWE_6hdiff,sh_SWE_auto24h_mm,sh_SWE_24hdiff,sh_SWE_L3_mm,sh_SWE_L2diff,sh_SWE_L3_qc,sh_SWE_L3_qa,sh_depth_cm,sh_depth_qc,sh_depth_auto6h_cm,sh_depth_6hdiff,sh_depth_auto12h_cm,sh_depth_12hdiff,sh_depth_auto24h_cm,sh_depth_24hdiff,sh_depth_L3_cm,sh_depth_L2diff,sh_depth_L3_qc,sh_depth_L3_qa,sh_precip_mm,sh_precip_qc,sh_precip_auto24h_mm,sh_precip_24hrdiff,sh_precip_L3_mm,sh_precip_L2diff,sh_precip_L3_qc,sh_precip_L3_qa,w10_precip_auto,sh_temp_L3_C,sh_temp_L3_qc,sh_temp_L3_qa,sh_sm2_L3_%,sh_sm2_L3_qc,sh_sm2_L3_qa,sh_sm8_L3_%,sh_sm8_L3_qc,sh_sm8_L3_qa,sh_sm20_L3_%,sh_sm20_L3_qc,sh_sm20_L3_qa,sh_st2_L3_C,sh_st2_L3_qc,sh_st2_L3_qa,sh_st8_L3_C,sh_st8_L3_qc,sh_st8_L3_qa,sh_st20_L3_C,sh_st20_L3_qc,sh_st20_L3_qa,sd_temp_obs_C,sd_precip_mm,sd_depth_cm,sd_SWE_mm
10/1/2011 0:00,0,E,,,,,0,,E,P,0,E,,,,,,,0,,E,P,0,V,,,0,,V,P,0,10.8,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,11,0,0,0
10/1/2011 1:00,20,V,,,,,0,0,V,P,0,V,,,,,,,0,0,V,P,0,V,,,0,0,V,P,0,10,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,10.9,0,0,0
10/1/2011 2:00,20,V,,,,,0,0,V,P,-3,V,,,,,,,0,0,V,P,0,V,,,0,0,V,P,1,9.8,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,10.8,0,0,0
10/1/2011 3:00,20,V,20,,,,0,0,V,P,0,V,0,,,,,,0,0,V,P,0,V,,,0,0,V,P,0,9.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,10.6,0,0,0
10/1/2011 4:00,20,V,20,0,,,0,0,V,P,0,V,0,0,,,,,0,0,V,P,0,V,,,0,0,V,P,1,9.5,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,10.5,0,0,0
10/1/2011 5:00,20,V,20,0,,,0,0,V,P,0,V,0,0,,,,,0,0,V,P,0,V,,,0,0,V,P,1,9.3,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,10.4,0,0,0
10/1/2011 6:00,20,V,20,0,,,0,0,V,P,0,V,0,0,0,,,,0,0,V,P,0,V,,,0,0,V,P,1,9.8,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,10.3,0,0,0
10/1/2011 7:00,18,V,19,-1,,,0,0,V,P,-3,V,0,0,0,0,,,0,0,V,P,0,V,,,0,0,V,P,1,10.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,10.2,0,0,0
10/1/2011 8:00,18,V,18,-1,,,0,0,V,P,-5,V,0,0,0,0,,,0,0,V,P,0,V,,,0,0,V,P,0,10.8,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,10.1,0,0,0
10/1/2011 9:00,18,V,18,0,,,0,0,V,P,-5,V,0,0,0,0,,,0,0,V,P,-3,V,,,0,0,V,P,0,12.4,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,10,0,0,0
10/1/2011 10:00,18,V,18,0,,,0,0,V,P,-5,V,0,0,0,0,,,0,0,V,P,-5,V,,,0,0,V,P,0,13.9,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,9.8,0,0,0
10/1/2011 11:00,15,V,18,0,,,0,0,V,P,-8,V,0,0,0,0,,,0,0,V,P,-5,V,,,0,0,V,P,1,14.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,9.7,0,0,0
10/1/2011 12:00,18,V,18,0,20,,0,0,V,P,-5,V,0,0,0,0,0,,0,0,V,P,-5,V,-1.5,,0,0,V,P,0,15.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,9.6,0,0,0
10/1/2011 13:00,20,V,19,1,20,0,0,0,V,P,-5,V,0,0,0,0,0,0,0,0,V,P,-5,V,-1.5,0,0,0,V,P,1,15.8,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,9.5,0,0,0
10/1/2011 14:00,20,V,20,1,20,0,0,0,V,P,-8,V,0,0,0,0,0,0,0,0,V,P,-5,V,-1.5,0,0,0,V,P,1,15.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,9.4,0,0,0
10/1/2011 15:00,23,V,21.5,1.5,20,0,0,0,V,P,-5,V,0,0,0,0,0,0,0,0,V,P,-3,V,-1.5,0,0,0,V,P,1,14.6,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,9.2,0,0,0
10/1/2011 16:00,23,V,23,1.5,20,0,0,0,V,P,-8,V,0,0,0,0,0,0,0,0,V,P,-5,V,-1.5,0,0,0,V,P,1,13.9,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,9.1,0,0,0
10/1/2011 17:00,23,V,23,0,20,0,0,0,V,P,-5,V,0,0,0,0,0,0,0,0,V,P,-3,V,-1.5,0,0,0,V,P,0,12.2,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,9,0,0,0
10/1/2011 18:00,23,V,23,0,19,-1,0,0,V,P,-8,V,0,0,0,0,0,0,0,0,V,P,-3,V,-1.5,0,0,0,V,P,1,10.3,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.9,0,0,0
10/1/2011 19:00,20,V,21.5,-1.5,19,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,-3,V,-1.5,0,0,0,V,P,1,9.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.8,0,0,0
10/1/2011 20:00,20,V,20,-1.5,19,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,-3,V,-1.5,0,0,0,V,P,0,8.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.7,0,0,0
10/1/2011 21:00,20,V,20,0,20,1,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,-1.5,0,0,0,V,P,1,8.6,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.5,0,0,0
10/1/2011 22:00,20,V,20,0,20,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,1.5,0,0,V,P,3,8.2,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.4,0,0,0
10/1/2011 23:00,18,V,19,-1,20,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,3,8.3,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.3,0,0,0
10/2/2011 0:00,0,E,18,-1,20,0,0,0,E,P,0,E,0,0,0,0,0,0,0,0,E,P,0,V,0,0,0,0,V,P,3,7.8,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.2,0,0,0
10/2/2011 1:00,18,V,18,0,20,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,3,7.6,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.2,0,0,0
10/2/2011 2:00,18,V,18,0,20,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,3,8.6,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.3,0,0,0
10/2/2011 3:00,20,V,18,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,3,8.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.3,0,0,0
10/2/2011 4:00,18,V,18,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,3,V,0,0,0,0,V,P,3,8.9,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.4,0,0,0
10/2/2011 5:00,18,V,18,0,20,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,3,8.6,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.4,0,0,0
10/2/2011 6:00,20,V,19,1,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,3,8.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.4,0,0,0
10/2/2011 7:00,18,V,18,-1,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,3,8.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.5,0,0,0
10/2/2011 8:00,20,V,18,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,3,9,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.5,0,0,0
10/2/2011 9:00,18,V,19,1,20,0,0,0,V,P,-10,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,3,10.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.5,0,0,0
10/2/2011 10:00,18,V,18,-1,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,5,10.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.6,0,0,0
10/2/2011 11:00,20,V,18,0,20,0,0,0,V,P,-10,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,5,11.4,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.6,0,0,0
10/2/2011 12:00,18,V,18,0,20,0,0,0,V,P,-5,V,0,0,0,0,0,0,0,0,V,P,-3,V,0,0,0,0,V,P,6,11.9,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.6,0,0,0
10/2/2011 13:00,18,V,19,1,20,0,0,0,V,P,-8,V,0,0,0,0,0,0,0,0,V,P,-3,V,0,0,0,0,V,P,7,13,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.7,0,0,0
10/2/2011 14:00,20,V,20,1,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,-3,V,0,0,0,0,V,P,9,13.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.7,0,0,0
10/2/2011 15:00,20,V,20,0,20,0,0,0,V,P,-5,V,0,0,0,0,0,0,0,0,V,P,-3,V,0,0,0,0,V,P,9,13.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.8,0,0,0
10/2/2011 16:00,20,V,20,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,11.9,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.8,0,0,0
10/2/2011 17:00,20,V,20,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,-3,V,0,0,0,0,V,P,9,11.3,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.8,0,0,0
10/2/2011 18:00,20,V,20,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,-3,V,0,0,0,0,V,P,9,10.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.9,0,0,0
10/2/2011 19:00,20,V,20,0,20,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,10.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.9,0,0,0
10/2/2011 20:00,20,V,20,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,9.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,9,0,0,0
10/2/2011 21:00,20,V,20,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,9.5,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,9,0,0,0
10/2/2011 22:00,20,V,20,0,20,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,9.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,9,0,0,0
10/2/2011 23:00,20,V,20,0,20,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,9.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,9.1,0,0,0
10/3/2011 0:00,0,E,20,0,20,0,0,0,E,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,8.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,9.1,0,0,0
10/3/2011 1:00,20,V,20,0,20,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,8.3,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.9,0.1,0,0
10/3/2011 2:00,20,V,20,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,8.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.6,0.2,0,0
10/3/2011 3:00,20,V,20,0,20,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,8.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.4,0.4,0,0
10/3/2011 4:00,20,V,20,0,20,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,8.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,8.1,0.5,0,0
10/3/2011 5:00,18,V,20,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,8.2,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,7.9,0.6,0,0
10/3/2011 6:00,20,V,20,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,8.5,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,7.6,0.8,0,0
10/3/2011 7:00,20,V,20,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,8.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,7.4,0.9,0,0
10/3/2011 8:00,20,V,20,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,8.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,7.1,1,0,0
10/3/2011 9:00,20,V,20,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,-3,V,0,0,0,0,V,P,9,9.3,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,6.9,1.1,0,0
10/3/2011 10:00,18,V,20,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,10.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,6.6,1.2,0,0
10/3/2011 11:00,20,V,19,-1,20,0,0,0,V,P,-8,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,9.2,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,6.4,1.4,0,0
10/3/2011 12:00,18,V,19,0,20,0,0,0,V,P,-5,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,10.4,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,6.2,1.5,0,0
10/3/2011 13:00,18,V,19,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,9.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,5.9,1.6,0,0
10/3/2011 14:00,20,V,20,1,20,0,0,0,V,P,-8,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,9.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,5.7,1.8,0,0
10/3/2011 15:00,20,V,20,0,20,0,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,9,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,5.4,1.9,0,0
10/3/2011 16:00,20,V,20,0,19,-1,0,0,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,-3,V,0,0,0,0,V,P,9,8.4,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,5.2,2,0,0
10/3/2011 17:00,20,V,20,0,18,-1,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,7.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,4.9,2.1,0,0
10/3/2011 18:00,20,V,20,0,18,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,5.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,4.7,2.2,0,0
10/3/2011 19:00,18,V,20,0,18,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,5.2,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,4.4,2.4,0,0
10/3/2011 20:00,18,V,19,-1,18,0,0,0,V,P,3,V,0,0,0,0,0,0,0,0,V,P,0,V,0,0,0,0,V,P,9,4.8,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,4.2,2.5,0,0
10/3/2011 21:00,20,V,18,-1,18,0,0,0,V,P,3,V,1.5,1.5,0,0,0,0,0,0,V,P,3,V,1.5,1.5,1.5,1.5,V,P,9,4,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,3.9,2.6,0,0
10/3/2011 22:00,18,V,18,0,18,0,0,0,V,P,0,V,1.5,0,1.5,1.5,0,0,0,0,V,P,3,V,3,1.5,3,1.5,V,P,9,2.6,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,3.7,2.8,0,0
10/3/2011 23:00,18,V,18,0,18,0,0,0,V,P,3,V,3,1.5,1.5,0,0,0,0,0,V,P,3,V,3,0,3,0,V,P,9,1.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,3.4,2.9,0,0
10/4/2011 0:00,0,E,18,0,18,0,0,0,E,P,0,E,3,0,3,1.5,0,0,0,0,E,P,3,V,3,0,3,0,V,P,9,2.3,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,3.2,3,0,0
10/4/2011 1:00,18,V,18,0,18,0,0,18,V,P,3,V,3,0,3,0,0,0,0,0,V,P,5,V,3,0,3,0,V,P,9,2.5,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,3.2,3.6,0.3,0.5
10/4/2011 2:00,18,V,18,0,18,0,0,0,V,P,3,V,3,0,3,0,0,0,0,0,V,P,3,V,3,0,3,0,V,P,9,2,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,3.1,4.2,0.7,1.1
10/4/2011 3:00,18,V,18,0,18,0,0,0,V,P,5,V,3,0,3,0,0,0,0,0,V,P,5,V,3,0,3,0,V,P,9,2.6,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,3.1,4.9,1,1.6
10/4/2011 4:00,18,V,18,0,18,0,0,0,V,P,0,V,3,0,1.5,-1.5,0,0,0,0,V,P,5,V,3,0,3,0,V,P,9,2.9,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,3,5.5,1.3,2.2
10/4/2011 5:00,18,V,18,0,18,0,0,0,V,P,3,V,3,0,1.5,0,0,0,0,0,V,P,5,V,3,0,3,0,V,P,9,3.2,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,3,6.1,1.7,2.7
10/4/2011 6:00,18,V,18,0,18,0,0,0,V,P,3,V,1.5,-1.5,0,-1.5,0,0,0,0,V,P,5,V,3,0,3,0,V,P,9,2.9,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.9,6.8,2,3.2
10/4/2011 7:00,18,V,18,0,18,0,0,0,V,P,0,V,0,-1.5,0,0,0,0,0,0,V,P,5,V,3,0,3,0,V,P,9,3.9,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.8,7.4,2.3,3.8
10/4/2011 8:00,18,V,18,0,18,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,3,V,3,0,3,0,V,P,9,4.5,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.8,8,2.7,4.3
10/4/2011 9:00,18,V,18,0,18,0,0,0,V,P,-5,V,0,0,0,0,0,0,0,0,V,P,3,V,3,0,3,0,V,P,9,6.2,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.8,8.6,3,4.9
10/4/2011 10:00,18,V,18,0,18,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,3,0,3,0,V,P,9,6.4,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.7,9.2,3.3,5.4
10/4/2011 11:00,18,V,18,0,18,0,0,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,3,0,3,0,V,P,9,6.4,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.6,9.9,3.7,6
10/4/2011 12:00,20,V,19,1,19,1,1,1,V,P,-3,V,0,0,0,0,0,0,0,0,V,P,3,V,4,1,3,-3,S,P,9,6,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.6,10.5,4,6.5
10/4/2011 13:00,20,V,20,1,19,0,1,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,0,V,5,1,3,3,V,P,9,5.2,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.6,11.1,4.3,7
10/4/2011 14:00,20,V,20,0,20,1,2,1,V,P,0,V,0,0,0,0,0,0,0,0,V,P,3,V,5,0,5,2,V,P,10,4.8,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.5,11.8,4.7,7.6
10/4/2011 15:00,20,V,20,0,20,0,2,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,3,V,5,0,5,0,V,P,10,4.6,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.4,12.4,5,8.1
10/4/2011 16:00,23,V,20,0,20,0,2,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,3,V,5,0,5,0,V,P,11,4.3,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.4,13,5.3,8.7
10/4/2011 17:00,20,V,21.5,1.5,20,0,2,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,3,V,5,0,5,0,V,P,12,3.9,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.4,13.6,5.7,9.2
10/4/2011 18:00,23,V,23,1.5,20,0,2,0,V,P,3,V,0,0,0,0,0,0,0,0,V,P,5,V,5,0,5,0,V,P,14,3.4,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.3,14.2,6,9.8
10/4/2011 19:00,23,V,23,0,21.5,1.5,5,3,V,P,3,V,0,0,0,0,0,0,0,0,V,P,8,V,6.5,1.5,8,3,V,P,16,2.7,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.2,14.9,6.3,10.3
10/4/2011 20:00,23,V,23,0,23,1.5,5,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,8,V,8,1.5,8,0,V,P,18,2.4,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.2,15.5,6.7,10.8
10/4/2011 21:00,20,V,23,0,23,0,5,0,V,P,0,V,0,0,0,0,0,0,0,0,V,P,8,V,8,0,8,0,V,P,21,2,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.2,16.1,7,11.4
10/4/2011 22:00,23,V,23,0,23,0,5,0,V,P,-3,V,0,0,1.5,1.5,1.5,1.5,1.5,0,V,P,13,V,10.5,2.5,8,5,V,P,22,1.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2.1,16.8,7.3,11.9
10/4/2011 23:00,25,V,23,0,23,0,5,0,V,P,-5,V,0,0,3,1.5,3,1.5,3,0,V,P,15,V,14,3.5,8,2,V,P,25,1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2,17.4,7.7,12.5
10/5/2011 0:00,13,E,24,1,24,1,6,1,E,P,8,E,4,4,5.5,2.5,5.5,2.5,5.5,4,E,P,18,V,16.5,2.5,9,3,V,P,28,1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,2,18,8,13
10/5/2011 1:00,30,V,27.5,3.5,27.5,3.5,9.5,3.5,V,P,935,V,9,5,9,3.5,9,3.5,9,5,V,P,20,V,19,2.5,12.5,2,V,P,30,1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,1.9,20.2,8.9,14.9
10/5/2011 2:00,36,V,33,5.5,33,5.5,15,5.5,V,P,935,V,11,2,11,2,10,1,11,2,V,P,23,V,21.5,2.5,18,3,V,P,35,1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,1.8,22.4,9.8,16.8
10/5/2011 3:00,41,V,38.5,5.5,38.5,5.5,20.5,5.5,V,P,935,V,13,2,12.5,1.5,11,1,12.5,2,V,P,28,V,25.5,4,23.5,5,V,P,43,0.9,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,1.7,24.6,10.8,18.6
10/5/2011 4:00,48,V,44.5,6,44.5,6,26.5,6,V,P,935,V,15,2,13.5,1,12.5,1.5,13.5,2,V,P,36,V,32,6.5,29.5,8,V,P,47,0.9,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,1.6,26.8,11.7,20.5
10/5/2011 5:00,51,V,49.5,5,49.5,5,31.5,5,S,P,18,V,15,0,14.5,1,13.5,1,14.5,0,V,P,36,V,36,4,34.5,0,V,P,49,1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,1.5,29,12.6,22.4
10/5/2011 6:00,51,V,51,1.5,51,1.5,33,1.5,S,P,226,V,17,2,14.5,0,14.5,1,14.5,2,V,P,36,V,36,0,36,0,V,P,50,0.6,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,1.4,31.2,13.5,24.2
10/5/2011 7:00,56,V,53.5,2.5,53.5,2.5,35.5,2.5,S,P,13,V,17,0,15.5,1,15,0.5,15.5,0,V,P,38,V,37,1,38.5,2,V,P,54,-0.1,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,1.3,33.5,14.4,26.1
10/5/2011 8:00,56,V,56,2.5,56,2.5,38,2.5,S,P,20,V,19,2,15.5,0,15.3,0.3,15.5,2,V,P,41,V,39.5,2.5,41,3,V,P,54,-0.3,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,1.2,35.7,15.3,28
10/5/2011 9:00,56,V,56,0,56,0,38,0,S,P,15,V,17.5,-1.5,15.8,0.3,15.8,0.5,15.8,-1.5,V,P,43,V,42,2.5,41,2,V,P,56,0.3,E,F,,V,A,,V,A,,V,A,,V,A,,V,A,,V,A,1.1,37.9,16.2,29.9
