,date,sh_SWE_mm,sh_SWE_qc,sh_SWE_qa,sh_depth_mm,sh_depth_qc,sh_depth_qa,sh_precip_mm,sh_precip_qc,sh_precip_qa,sh_temp_C,sh_temp_qc,sh_temp_qa,sh_sm2_%,sh_sm2_qc,sh_sm2_C_qa,sh_sm8_%,sh_sm8_qc,sh_sm8_C_qa,sh_sm20_%,sh_sm20_qc,sh_sm20_C_qa,sh_st2_C,sh_st2_qc,sh_st8_C_qa,sh_st8_C,sh_st8_qc,sh_st2_C_qa,sh_st20_C,sh_st20_qc,sh_st20_qa
0,2012-10-01 00:00:00,0.0,E,P,0.0,V,P,0.0,S,F,10.457325159986837,E,F,,,A,,,A,1.4,E,A,,,A,,,A,,,A
1,2012-10-01 01:00:00,0.0,E,P,0.0,E,P,0.0,S,F,10.34642207418544,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
2,2012-10-01 02:00:00,0.0,E,P,0.0,E,P,0.0,S,F,10.457325159986837,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
3,2012-10-01 03:00:00,0.0,E,P,0.0,V,P,0.0,S,F,10.457325159986837,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
4,2012-10-01 04:00:00,0.0,E,P,0.0,E,P,0.0,S,F,10.34642207418544,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
5,2012-10-01 05:00:00,0.0,E,P,0.0,E,P,0.0,S,F,9.791790112299608,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
6,2012-10-01 06:00:00,0.0,E,P,0.0,E,P,0.0,S,F,9.347987352715947,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
7,2012-10-01 07:00:00,0.0,E,P,0.0,V,P,0.0,S,F,10.124590472285306,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
8,2012-10-01 08:00:00,0.0,E,P,0.0,E,P,0.0,S,F,15.6474826920617,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
9,2012-10-01 09:00:00,0.0,E,P,0.0,E,P,0.0,S,F,19.891749470395652,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
10,2012-10-01 10:00:00,0.0,E,P,0.0,E,P,0.0,S,F,22.036150593010333,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
11,2012-10-01 11:00:00,0.0,E,P,0.0,E,P,0.0,S,F,24.15532617288936,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
12,2012-10-01 12:00:00,0.0,E,P,0.0,E,P,0.0,E,F,25.935658668365065,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
13,2012-10-01 13:00:00,0.0,E,P,0.0,E,P,0.0,E,F,25.935658668365065,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
14,2012-10-01 14:00:00,0.0,E,P,0.0,E,P,0.0,E,F,24.995570314194524,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
15,2012-10-01 15:00:00,0.0,E,P,0.0,E,P,0.0,V,F,24.89077611504807,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
16,2012-10-01 16:00:00,0.0,E,P,0.0,E,P,0.0,V,F,24.470923100368324,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
17,2012-10-01 17:00:00,0.0,E,P,0.0,E,P,0.0,E,F,22.99301126341281,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
18,2012-10-01 18:00:00,0.0,E,P,0.0,V,P,0.0,V,F,19.999535281765688,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
19,2012-10-01 19:00:00,0.0,E,P,0.0,E,P,0.0,V,F,15.866850868458172,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
20,2012-10-01 20:00:00,0.0,E,P,0.0,E,P,0.0,V,F,13.99751441797234,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
21,2012-10-01 21:00:00,0.0,E,P,0.0,E,P,0.0,V,F,12.783049073784056,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
22,2012-10-01 22:00:00,0.0,E,P,0.0,E,P,0.0,V,F,12.119351987069464,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
23,2012-10-01 23:00:00,0.0,E,P,0.0,V,P,0.0,V,F,11.454945335343197,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
24,2012-10-02 00:00:00,0.0,E,P,0.0,E,P,0.0,V,F,10.679102379879609,E,F,,,A,,,A,0.0,V,A,,,A,,,A,,,A
