,date,sh_SWE_mm,sh_SWE_qc,sh_SWE_qa,sh_depth_mm,sh_depth_qc,sh_depth_qa,sh_precip_mm,sh_precip_qc,sh_precip_qa,sh_temp_C,sh_temp_qc,sh_temp_qa,sh_sm2_%,sh_sm2_qc,sh_sm2_C_qa,sh_sm8_%,sh_sm8_qc,sh_sm8_C_qa,sh_sm20_%,sh_sm20_qc,sh_sm20_C_qa,sh_st2_C,sh_st2_qc,sh_st8_C_qa,sh_st8_C,sh_st8_qc,sh_st2_C_qa,sh_st20_C,sh_st20_qc,sh_st20_qa
0,2007-10-01 00:00:00,0.0,V,P,0.0,E,P,0.0,V,P,6.464449153937423,E,F,0.0,V,A,3.6,V,A,3.0,V,A,11.0,V,A,12.3,V,A,12.9,V,A
1,2007-10-01 01:00:00,0.0,V,P,0.0,V,P,0.0,V,P,6.575228575786511,E,F,0.0,V,A,3.9,V,A,2.9,V,A,10.7,V,A,12.3,V,A,12.9,V,A
2,2007-10-01 02:00:00,0.0,E,P,0.0,V,P,0.0,V,P,6.132213747292482,E,F,0.0,V,A,3.9,V,A,3.0,V,A,10.5,V,A,12.2,V,A,12.9,V,A
3,2007-10-01 03:00:00,0.0,E,P,0.0,V,P,0.0,V,P,4.473973574113117,E,F,0.0,V,A,2.9,V,A,3.1,V,A,10.2,V,A,12.2,V,A,12.9,V,A
4,2007-10-01 04:00:00,0.0,E,P,0.0,V,P,0.0,E,P,2.4931042460944894,E,F,0.0,V,A,2.7,V,A,2.9,V,A,9.8,V,A,12.1,V,A,12.9,V,A
5,2007-10-01 05:00:00,0.0,E,P,0.0,V,P,0.0,V,P,1.726239180933348,E,F,0.0,V,A,2.8,V,A,3.1,V,A,9.4,V,A,12.1,V,A,12.9,V,A
6,2007-10-01 06:00:00,0.0,V,P,0.0,E,P,0.0,V,P,2.6028306257618823,E,F,0.0,V,A,3.5,V,A,3.0,V,A,9.0,V,A,12.0,V,A,12.8,V,A
7,2007-10-01 07:00:00,0.0,E,P,0.0,E,P,0.0,E,P,1.2890471185179848,E,F,0.0,V,A,3.1,V,A,2.9,V,A,8.6,V,A,11.9,V,A,12.9,V,A
8,2007-10-01 08:00:00,0.0,V,P,0.0,V,P,0.0,E,P,2.4931042460944894,E,F,0.0,V,A,3.3,V,A,3.1,V,A,8.3,V,A,11.9,V,A,12.9,V,A
9,2007-10-01 09:00:00,0.0,E,P,0.0,E,P,0.0,E,P,0.41707747391426153,E,F,0.0,V,A,3.3,V,A,2.6,V,A,8.1,V,A,11.8,V,A,12.8,V,A
